model,device,dtype,prompt_len,trial,token_index,token_ms
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,26,131.98712499996645
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,27,126.28275000002986
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,28,130.90587499999629
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,29,129.782041999988
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,30,126.00049999997509
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,31,124.79883299999983
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,32,132.55766699995775
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,33,126.00912499999595
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,34,128.97954099997833
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,35,131.82033299995055
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,36,123.1690829999934
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,37,132.90420899994615
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,38,123.16716699996277
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,39,144.89662500000122
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,40,187.33133299997462
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,41,204.79091699996843
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,42,97.16920800002526
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,43,141.43670900000416
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,44,138.4927920000223
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,45,121.77612499999668
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,46,131.9685000000277
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,47,128.1322080000109
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,48,131.3378340000213
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,49,132.32208299996273
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,50,131.71487500000012
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,51,124.4622919999756
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,52,145.11654199998247
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,53,161.13325000003442
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,54,147.4441670000033
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,55,155.10570799995094
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,56,153.01149999999097
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,57,151.61795799997435
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,58,159.1287499999794
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,59,153.8979579999591
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,60,156.3704170000051
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,61,149.44687500002374
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,62,162.1876250000014
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,63,160.30858300001682
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,64,150.44304200000624
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,65,219.5313340000098
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,66,105.43779199997516
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,67,204.64000000004035
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,68,137.72845799996958
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,69,154.23570800004427
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,70,151.06316600002856
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,71,159.88745899994683
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,72,149.96266700001115
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,73,160.5443749999722
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,74,156.34299999999257
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,75,155.53600000004053
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,76,156.20741700001872
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,77,158.39295800003583
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,78,149.06812499998523
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,79,159.68049999997902
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,80,158.0692919999933
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,81,158.00133299995878
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,82,157.7209999999809
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,83,201.46970799999053
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,84,108.5860420000131
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,85,203.07204099998444
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,86,144.77375000001302
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,87,162.68120799998087
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,88,151.93570799999634
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,89,161.6449590000002
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,90,151.15599999995766
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,91,156.45354199995154
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,92,160.34466700000394
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,93,229.7179170000163
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,94,112.12741700001061
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,95,157.9336249999983
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,96,172.3488750000115
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,97,157.85008400001743
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,98,164.30741700003182
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,99,145.8955840000158
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,100,124.6202919999746
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,101,127.26170799999181
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,102,125.52645800002438
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,103,124.22308399999338
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,104,139.86704100000225
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,105,137.55716699995446
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,106,132.2768329999917
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,107,134.20533300001125
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,108,136.92920799996955
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,109,141.74533300001713
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,110,134.57512500002622
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,111,137.58970899999667
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,112,145.3654999999685
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,113,127.8786670000045
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,114,132.4467499999855
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,115,122.18262499999355
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,116,131.68645899997955
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,117,132.59908300000234
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,118,130.70320899998933
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,119,129.54758299997593
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,120,130.56183300000157
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,121,135.84445899999764
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,122,133.71829200002594
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,123,142.6199580000116
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,124,132.04291599998896
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,125,164.74687499999163
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,126,159.04437500000768
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,0,127,157.4447919999784
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,0,94.23974999998563
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,1,193.1103750000034
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,2,135.81208400000833
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,3,163.61875000001191
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,4,137.30658400004359
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,5,159.90279200002533
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,6,137.4579170000061
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,7,124.42504199998439
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,8,122.22466700001178
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,9,122.15875000003962
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,10,123.7466669999776
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,11,116.48829099999602
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,12,125.0237500000253
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,13,124.34975000002169
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,14,121.5242920000037
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,15,126.63512499995022
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,16,117.71087500000021
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,17,126.30366700000195
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,18,118.68175000000747
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,19,123.08899999999312
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,20,122.61587500000815
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,21,126.54516599997123
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,22,140.50041699999838
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,23,122.50195799998664
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,24,119.27670800002943
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,25,129.716124999959
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,26,120.82533300002751
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,27,127.61108399996601
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,28,125.84208399999852
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,29,125.49541600003522
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,30,125.38699999998926
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,31,126.53870799999822
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,32,123.69312499998841
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,33,128.1362500000114
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,34,128.1010420000257
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,35,124.98237500000187
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,36,132.04383300001155
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,37,128.3385419999945
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,38,132.96445900004983
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,39,130.32004199999392
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,40,129.79429200004233
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,41,133.9969169999904
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,42,131.52420800003028
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,43,130.60358300003827
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,44,132.21066700003803
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,45,131.4313330000232
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,46,131.70237499997484
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,47,152.7924159999543
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,48,135.4630419999694
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,49,133.75237500002868
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,50,139.80933299995968
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,51,131.7149170000107
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,52,132.17449999996234
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,53,134.79320800001915
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,54,136.59104100003105
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,55,149.14112499997145
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,56,144.69024999999647
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,57,180.08079100002305
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,58,225.15208299995493
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,59,140.59716600002048
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,60,150.2392500000269
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,61,148.74129100002165
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,62,168.1875419999983
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,63,144.47520800001712
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,64,153.55362499997227
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,65,146.10204199999544
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,66,164.65804199998502
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,67,151.9764170000144
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,68,150.6177079999702
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,69,147.8312080000137
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,70,146.6844999999921
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,71,150.9869580000327
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,72,147.22795900001984
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,73,152.12458399997786
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,74,136.68445800004747
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,75,133.39787499995737
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,76,175.51100000002862
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,77,139.07104200001186
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,78,149.1066670000123
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,79,121.43762499999866
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,80,140.3208339999651
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,81,190.65508400001363
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,82,112.72312500000226
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,83,141.67954200001986
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,84,170.65183299996534
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,85,137.87158300004876
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,86,123.74249999999165
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,87,132.451250000031
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,88,129.34395799999265
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,89,149.54258299997036
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,90,186.77666700000373
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,91,109.2010830000163
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,92,188.13466700004255
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,93,130.26529199999004
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,94,139.15233400001625
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,95,176.90108299996155
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,96,148.14612500003932
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,97,118.08512499999324
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,98,166.8843749999951
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,99,144.49350000001004
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,100,141.76079199995684
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,101,152.3697499999912
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,102,156.63150000000314
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,103,126.42799999997578
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,104,158.08900000001813
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,105,181.17358299997477
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,106,135.3057500000432
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,107,129.05895899996267
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,108,131.81975000003376
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,109,125.17758400002776
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,110,131.44466700003932
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,111,129.5737920000306
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,112,124.5290410000166
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,113,139.54858300002115
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,114,123.54716700002655
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,115,139.01587499998413
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,116,130.29508300002135
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,117,134.1068749999863
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,118,133.46375000003263
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,119,136.51029199996856
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,120,134.91658300000609
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,121,131.1645420000218
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,122,130.94341699996903
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,123,133.2656669999892
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,124,131.4169170000241
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,125,132.486958999948
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,126,125.77858299999889
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,1,127,129.62500000003274
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,0,84.89399999996294
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,1,125.388375
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,2,143.24862500001245
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,3,126.47270799999433
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,4,135.2455830000281
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,5,118.55975000003127
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,6,141.27908399996159
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,7,123.695792000035
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,8,130.6430000000205
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,9,128.477332999978
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,10,127.48683299997765
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,11,135.8671670000149
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,12,117.54062500000373
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,13,138.66437500001894
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,14,249.11041699999714
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,15,120.46891599999299
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,16,165.9606659999895
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,17,125.16095799998084
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,18,126.76104100000885
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,19,124.55825000000686
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,20,132.12679100001878
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,21,129.028916999971
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,22,143.60133299999234
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,23,145.43854200002215
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,24,127.45350000000144
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,25,135.37324999998646
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,26,148.44266700004027
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,27,143.08429200002593
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,28,131.4647919999743
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,29,119.1361669999651
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,30,123.7104170000407
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,31,121.49241700001312
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,32,121.2812089999602
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,33,134.8163330000034
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,34,128.37487500001998
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,35,122.9123340000342
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,36,123.45525000000634
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,37,172.3853749999762
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,38,142.93729100000974
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,39,127.28458300000511
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,40,137.47037499996395
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,41,168.0608339999594
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,42,124.88333300001386
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,43,125.32566599998063
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,44,130.2415829999859
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,45,123.67512500003386
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,46,120.10108299995181
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,47,127.19808299999613
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,48,130.24291599998605
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,49,126.14562499999238
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,50,128.3168329999853
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,51,126.12120899996171
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,52,122.37108400000807
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,53,131.126375000008
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,54,123.111917000017
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,55,134.9343329999897
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,56,123.67837499999723
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,57,128.2868750000148
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,58,129.18554200001608
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,59,123.40045800004873
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,60,136.16741700002422
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,61,125.40883399998393
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,62,135.10029200000417
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,63,121.35854199999585
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,64,131.30687500000704
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,65,128.06604200000038
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,66,131.03374999997186
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,67,134.54641699996728
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,68,127.49837500001604
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,69,128.1985840000175
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,70,127.11079199999631
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,71,126.70883399999866
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,72,124.69791699999178
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,73,128.13312499997664
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,74,124.45937500001492
meta-llama/Llama-3.2-3B-Instruct,mps,float16,128,2,75,129.92783400000008
